y true,y pred
41.0,44.70666666666666
28.0,34.02
88.0,74.73333333333333
82.0,81.68666666666667
38.0,50.24
16.0,27.19333333333333
16.0,24.08
16.0,20.266666666666666
15.0,28.593333333333334
8.0,18.25333333333333
29.0,32.36
30.0,31.793333333333333
27.0,29.4
9.0,13.484444444444446
55.0,42.32888888888888
59.0,48.24
61.0,52.98633333333333
18.0,24.80666666666667
13.0,20.8
32.0,35.21333333333333
53.0,45.486666666666665
62.0,52.68222222222223
27.0,32.333333333333336
45.0,45.28
38.0,38.59333333333333
42.0,42.54888888888889
16.0,28.826666666666668
59.0,61.72
55.0,46.906666666666666
54.0,71.79333333333334
13.0,24.846666666666668
6.0,15.766666666666667
39.0,31.246666666666663
38.0,35.76
7.0,20.65333333333333
8.0,23.486666666666668
8.0,16.96
44.0,39.29333333333334
63.0,49.553333333333335
58.0,50.91333333333333
55.0,47.98
12.0,13.588619047619046
22.0,34.81777777777777
33.0,29.973333333333333
33.0,35.986666666666665
19.0,20.99333333333333
21.0,29.18
41.0,38.39333333333333
38.0,35.53333333333333
29.0,49.35555555555556
7.0,23.866666666666667
51.0,46.50666666666667
35.0,39.806666666666665
39.0,44.34666666666666
41.0,51.27333333333333
11.0,18.52
49.0,60.08
160.0,113.04
26.0,31.706666666666667
26.0,34.06
50.0,41.98
52.0,52.88666666666666
7.0,23.593333333333334
49.0,46.333333333333336
54.0,50.25333333333333
126.0,102.93333333333334
85.0,74.56
55.0,45.52
70.0,62.96666666666667
24.0,25.86
18.0,28.246666666666663
11.0,23.613333333333333
10.0,15.206666666666669
37.0,39.21333333333333
41.0,40.833333333333336
21.0,23.106666666666666
73.0,59.92666666666667
90.0,70.73333333333333
85.0,74.53333333333333
32.0,35.48
15.0,23.15333333333333
33.0,31.786666666666665
33.0,31.33333333333333
21.0,26.966666666666665
17.0,23.086666666666662
50.0,40.99333333333333
40.0,39.873333333333335
42.0,45.86666666666667
10.0,17.346666666666668
113.0,82.84
119.0,88.31333333333333
124.0,95.53333333333332
23.0,33.46666666666667
15.0,18.05333333333333
6.0,15.513333333333334
9.0,18.5
17.0,18.346666666666668
23.0,31.32
20.0,22.74
18.0,28.206666666666667
12.0,25.466666666666665
39.0,34.22666666666667
36.0,38.18666666666667
40.0,45.81333333333333
16.0,26.1
17.0,24.386666666666667
78.0,73.44
72.0,60.986666666666665
70.0,55.07333333333333
15.0,25.106666666666666
19.0,24.666666666666668
43.0,40.34
39.0,43.17333333333333
42.0,59.94
17.0,28.06
24.0,41.79333333333334
68.0,51.36
71.0,62.89333333333333
34.0,32.20666666666666
132.0,101.34666666666666
112.0,78.96666666666667
14.0,19.133333333333333
25.0,26.38
35.0,37.63333333333333
26.0,35.2
52.0,52.14666666666667
44.0,49.92666666666667
13.0,27.266666666666666
11.0,15.486666666666666
47.0,45.86666666666667
59.0,54.7
26.0,33.42
38.0,42.21333333333333
24.0,32.28666666666667
62.0,51.74
114.0,98.41333333333333
72.0,63.906666666666666
124.0,87.56666666666666
78.0,61.52
79.0,68.16
24.0,30.12
13.0,17.086666666666666
19.0,22.082666666666668
23.0,27.26
15.0,26.68
43.0,33.25488888888889
36.0,37.74
34.0,42.56666666666667
12.0,15.986666666666666
22.0,27.25333333333333
63.0,50.59333333333333
68.0,58.333333333333336
60.0,60.473333333333336
43.0,44.60666666666667
46.0,41.833333333333336
54.0,65.54
21.0,32.62
16.0,28.4
44.0,45.49333333333333
10.0,25.133333333333333
68.0,62.82666666666667
115.0,88.26
112.0,100.16
5.0,20.00888888888889
16.0,26.3
22.0,28.246666666666663
37.0,29.206349206349213
35.0,34.77333333333333
41.0,47.54
17.0,24.766666666666666
16.0,21.72888888888889
54.0,53.306666666666665
52.0,47.16666666666666
15.0,22.546666666666667
39.0,38.12
41.0,38.66
75.0,63.29333333333334
54.0,41.54
60.0,59.48
68.0,61.24666666666667
63.0,54.12
13.0,13.341555555555557
20.0,27.37333333333333
25.0,27.133333333333333
21.0,26.866666666666667
21.0,19.206666666666667
24.0,32.2
101.0,77.22666666666667
99.0,81.96666666666667
62.0,60.77333333333333
59.0,45.03333333333333
71.0,56.24
38.0,43.46
34.0,34.9
38.0,46.60966666666666
24.0,28.512888888888888
38.0,38.07333333333333
71.0,57.19944444444444
59.0,55.775
18.0,28.226666666666667
64.0,56.56666666666667
66.0,56.17333333333333
75.0,66.6
24.0,25.074666666666666
30.0,36.693333333333335
15.0,26.35333333333333
9.0,22.64
9.0,18.246666666666663
12.0,23.773333333333333
79.0,61.7
79.0,65.15333333333334
78.0,77.01333333333334
14.0,10.996444444444446
14.0,25.97
16.0,29.057666666666663
36.0,35.35
38.0,37.053333333333335
42.0,40.50666666666667
48.0,49.22
37.0,39.06
32.0,38.116
60.0,50.68666666666667
49.0,48.373333333333335
41.0,42.83555555555555
7.0,20.5
56.0,47.126666666666665
134.0,105.20666666666666
178.0,135.94
133.0,105.492
62.0,61.833333333333336
36.0,33.52
46.0,49.04
71.0,60.17333333333333
56.0,58.77333333333333
52.0,49.00666666666667
45.0,43.306666666666665
44.0,39.08
35.0,42.42666666666667
12.0,35.34
26.0,37.84666666666666
25.0,35.526666666666664
8.0,21.79
17.0,16.933777777777774
46.0,43.33533333333333
37.0,29.057666666666663
53.0,55.35222222222222
46.0,41.13333333333333
42.0,41.94
42.0,46.266666666666666
11.0,20.18
58.0,51.66133333333333
86.0,65.56666666666666
104.0,67.81433333333335
150.0,130.11333333333334
150.0,127.91333333333333
142.0,117.48
63.0,78.60666666666667
38.0,48.99333333333333
30.0,40.42
24.0,28.442222222222227
35.0,43.79333333333334
52.0,80.90666666666667
86.0,88.96
84.0,77.31333333333333
67.0,67.04666666666667
33.0,43.48
35.0,35.14
50.0,48.32
90.0,85.88
43.0,55.34
57.0,53.07333333333333
56.0,51.24666666666667
48.0,67.85333333333334
35.0,40.26
75.0,78.93333333333334
77.0,73.34
101.0,88.04666666666667
107.0,98.38
186.0,171.46
168.0,155.74666666666667
37.0,36.41333333333333
69.0,61.04
23.0,68.21333333333334
61.0,64.42666666666666
58.0,55.32
53.0,57.88666666666666
107.0,99.17333333333332
90.0,83.48666666666666
50.0,47.66666666666666
43.0,49.07333333333333
29.0,43.66
52.0,62.67333333333333
87.0,88.70666666666666
81.0,80.32
84.0,70.30666666666667
74.0,90.84
54.0,65.78666666666666
102.0,97.41333333333333
113.0,97.46
112.0,98.28
37.0,42.06666666666667
25.0,29.5
20.0,35.43333333333333
79.0,73.18
91.0,86.40666666666667
97.0,84.83333333333333
31.0,36.126666666666665
16.0,22.66
57.0,66.34
57.0,49.36666666666667
65.0,75.55333333333333
64.0,71.48
70.0,65.36666666666666
14.0,26.16
32.0,49.306666666666665
34.0,39.446666666666665
33.0,39.46
19.0,35.42
44.0,48.51444444444444
49.0,59.74666666666667
33.0,52.72
103.0,80.53333333333333
99.0,71.76
139.0,116.73333333333332
71.0,59.21333333333333
40.0,47.88666666666666
34.0,42.75333333333333
25.0,30.8
22.0,33.973333333333336
48.0,47.36
88.0,74.88
107.0,89.40666666666667
84.0,73.39333333333333
35.0,36.60666666666667
22.0,30.526666666666667
22.0,27.65333333333333
26.0,33.78
21.0,28.52
22.0,39.46
37.0,49.29333333333334
33.0,29.35333333333333
45.0,50.946666666666665
31.0,38.94
49.0,53.92666666666667
46.0,49.35333333333333
43.0,53.31333333333333
16.0,37.57
65.0,57.973333333333336
66.0,59.406666666666666
62.0,65.45333333333333
68.0,64.03666666666666
66.0,63.397777777777776
8.0,14.48
54.0,47.62
54.0,50.473333333333336
48.0,48.63333333333333
31.0,30.633333333333333
28.0,28.73333333333333
29.0,35.56666666666667
8.0,14.66
15.0,32.77333333333333
17.0,30.22
22.0,33.806666666666665
17.0,29.526666666666667
11.0,16.926666666666666
16.0,18.766666666666666
40.0,40.07333333333333
44.0,41.553333333333335
36.0,63.626666666666665
12.0,19.85333333333333
36.0,35.373333333333335
44.0,42.266666666666666
45.0,49.013333333333335
22.0,38.553333333333335
62.0,55.43333333333333
62.0,54.32
57.0,55.306666666666665
18.0,28.21777777777778
57.0,44.61333333333334
50.0,48.473333333333336
60.0,55.44
20.0,30.07333333333333
17.0,21.56
10.0,16.80666666666667
34.0,32.81333333333333
54.0,42.52666666666666
73.0,67.33333333333333
20.0,21.906666666666663
24.0,28.38
27.0,29.88
29.0,32.846666666666664
90.0,76.02
70.0,59.02
6.0,18.406666666666663
14.0,22.133333333333333
47.0,49.28666666666667
66.0,68.62666666666667
67.0,51.193333333333335
70.0,63.126666666666665
45.0,41.81
46.0,37.39333333333333
46.0,41.076
19.0,22.67333333333333
28.0,29.746666666666663
32.0,40.06666666666667
48.0,47.39333333333333
22.0,23.746666666666663
30.0,35.153333333333336
84.0,70.14
88.0,76.56666666666666
79.0,73.4
25.0,34.54
15.0,21.286666666666665
31.0,30.18
34.0,34.13333333333333
38.0,46.6
24.0,29.44
46.0,37.42666666666667
40.0,47.833333333333336
20.0,28.813333333333333
70.0,62.626666666666665
99.0,95.33333333333331
51.0,46.806666666666665
44.0,42.99111111111112
4.0,8.150444444444446
6.0,12.1
13.0,21.02
19.0,20.33333333333333
26.0,33.25488888888889
19.0,22.54888888888889
37.0,31.89333333333333
42.0,43.06666666666667
44.0,47.57333333333333
24.0,33.88
11.0,15.226666666666668
53.0,52.4
50.0,47.84
51.0,46.11333333333334
10.0,15.286666666666669
41.0,42.973333333333336
42.0,44.18
13.0,17.293333333333333
42.0,37.96222222222222
39.0,34.08
88.0,75.52666666666667
60.0,52.38
58.0,55.56
56.0,54.76
43.0,38.56
44.0,41.96666666666667
45.0,47.8
47.0,43.16666666666666
52.0,50.586666666666666
51.0,45.39111111111112
17.0,29.206349206349213
16.0,24.326666666666668
41.0,40.82
34.0,46.59744444444445
13.0,26.649777777777786
9.0,18.99333333333333
17.0,24.2
61.0,50.14555555555556
56.0,49.89333333333333
16.0,22.105
38.0,44.281666666666666
34.0,35.62
27.0,36.78666666666667
19.0,20.4
20.0,30.846666666666668
54.0,46.60666666666667
40.0,41.20666666666666
45.0,53.99666666666667
11.0,19.05488888888889
54.0,46.70444444444445
52.0,47.126666666666665
55.0,52.62
16.0,26.953333333333333
42.0,45.18
48.0,48.28666666666667
24.0,31.166666666666668
28.0,36.82
37.0,38.486666666666665
31.0,35.14666666666667
33.0,41.961666666666666
16.0,21.794666666666664
66.0,59.1
80.0,73.58666666666667
80.0,70.66533333333332
30.0,41.14666666666667
10.0,14.793333333333331
37.0,37.64666666666667
37.0,39.27333333333333
44.0,50.266666666666666
18.0,27.71333333333333
42.0,42.54
44.0,56.98
28.0,34.56666666666667
70.0,58.11333333333334
82.0,86.58666666666667
16.0,21.42
16.0,25.106666666666666
16.0,20.593333333333334
15.0,29.01333333333333
29.0,33.56
30.0,31.786666666666665
27.0,67.81433333333335
6.0,10.996444444444446
9.0,17.18
59.0,50.69
61.0,51.37866666666667
18.0,24.973333333333333
32.0,37.36666666666667
53.0,47.266666666666666
44.0,38.116
27.0,32.56
45.0,44.46
38.0,35.46666666666667
42.0,39.96666666666667
16.0,28.66
59.0,57.693333333333335
55.0,49.4
54.0,86.3
13.0,21.03333333333333
6.0,13.74
39.0,34.82666666666667
38.0,36.78
39.0,45.30133333333333
7.0,20.926666666666662
8.0,17.493333333333332
37.0,31.066666666666663
44.0,37.86
46.0,62.63333333333333
63.0,56.58
15.0,19.216666666666665
12.0,10.996444444444446
22.0,36.17333333333333
38.0,39.48888888888889
33.0,39.74388888888889
38.0,36.36333333333334
29.0,52.8
7.0,28.046666666666667
51.0,47.62
8.0,17.386666666666667
8.0,22.02
39.0,51.4
49.0,54.77333333333333
160.0,109.67333333333332
164.0,123.0
139.0,112.34666666666666
50.0,49.75333333333333
56.0,62.333333333333336
11.0,31.30666666666667
49.0,43.74
126.0,114.72666666666667
85.0,91.48666666666666
128.0,108.43333333333334
55.0,44.766666666666666
70.0,62.50666666666667
24.0,25.471666666666668
27.0,31.53333333333333
10.0,18.706666666666667
16.0,21.96
20.0,21.55333333333333
11.0,22.211555555555552
10.0,22.266666666666666
41.0,43.85333333333333
21.0,20.106666666666666
73.0,54.60888888888889
85.0,73.51333333333334
32.0,32.026666666666664
15.0,19.51333333333333
33.0,32.946666666666665
34.0,37.973333333333336
17.0,25.906666666666663
50.0,38.72
40.0,36.0
42.0,45.56666666666667
10.0,15.926666666666666
113.0,85.52666666666667
119.0,89.33333333333333
124.0,109.16
23.0,27.12
6.0,16.153333333333332
17.0,18.226666666666667
23.0,24.99333333333333
20.0,19.99333333333333
18.0,22.426666666666662
12.0,21.32
39.0,35.78099999999999
36.0,37.11333333333334
40.0,47.513333333333335
16.0,22.266666666666666
17.0,23.293333333333333
72.0,60.25333333333333
70.0,61.31977777777778
15.0,24.006666666666668
19.0,23.746666666666663
43.0,38.45333333333333
39.0,41.32
42.0,50.46666666666667
17.0,29.51444444444445
24.0,37.622
68.0,51.32
71.0,56.72666666666667
78.0,68.63333333333334
34.0,30.603555555555552
132.0,101.12
108.0,83.98
14.0,17.97
25.0,26.56
29.0,30.793333333333333
38.0,42.84
36.0,32.94
24.0,30.191111111111105
54.0,48.81444444444445
52.0,49.93333333333333
44.0,52.06
13.0,24.473333333333333
11.0,17.846666666666668
8.0,20.05333333333333
47.0,42.94
56.0,55.73333333333333
59.0,56.34
26.0,34.946666666666665
41.0,43.14666666666667
38.0,39.74666666666667
32.0,45.16
17.0,22.014666666666667
24.0,37.28
65.0,57.02
62.0,55.06666666666667
114.0,94.85333333333334
72.0,58.63333333333333
78.0,65.19333333333333
79.0,67.62
24.0,27.74833333333333
16.0,23.933333333333334
13.0,20.69
13.0,16.785
17.0,11.939523809523813
19.0,20.99
23.0,26.02
15.0,27.88
36.0,36.24666666666667
8.0,27.917555555555555
22.0,28.14666666666667
63.0,53.05111111111111
68.0,60.93333333333333
60.0,56.78
18.0,24.64666666666667
46.0,49.88666666666666
21.0,37.07333333333333
16.0,27.55333333333333
41.0,33.22666666666667
41.0,39.16
10.0,25.526666666666667
68.0,61.086666666666666
115.0,91.98
112.0,99.05333333333331
55.0,47.60833333333333
5.0,18.26
16.0,30.386666666666667
19.0,27.04
28.0,33.486666666666665
21.0,31.953333333333333
16.0,33.45055555555556
37.0,26.84
35.0,34.42666666666667
41.0,50.46666666666667
16.0,24.26
52.0,47.88666666666666
55.0,52.60944444444445
39.0,35.3
61.0,64.84
38.0,32.89688888888889
75.0,65.7
54.0,44.11322222222222
60.0,60.52666666666666
25.0,29.593333333333334
73.0,60.873333333333335
68.0,61.38666666666666
63.0,56.27333333333333
13.0,16.100777777777775
15.0,18.82333333333333
20.0,31.766666666666666
19.0,27.55333333333333
21.0,26.273333333333333
21.0,22.33333333333333
24.0,30.0
26.0,32.406666666666666
60.0,55.78
101.0,76.35333333333334
99.0,75.14666666666666
62.0,60.88
9.0,11.913333333333334
71.0,60.2
105.0,76.31333333333333
56.0,53.12
50.0,66.84
38.0,41.02666666666666
34.0,37.31333333333333
38.0,48.14666666666667
24.0,26.468888888888888
71.0,60.806666666666665
72.0,58.07333333333333
66.0,52.49155555555555
75.0,69.88666666666667
24.0,30.784
30.0,39.304
19.0,23.093333333333334
15.0,28.84
79.0,70.4
78.0,72.83333333333333
9.0,15.988
14.0,10.771444444444445
15.0,18.21111111111111
14.0,24.933333333333334
36.0,33.79333333333334
38.0,33.233333333333334
53.0,45.68
42.0,37.78666666666667
37.0,38.38666666666666
32.0,38.44133333333334
60.0,53.96666666666667
49.0,50.89333333333333
41.0,44.24666666666667
7.0,17.833333333333332
56.0,50.13333333333333
134.0,99.47333333333331
178.0,123.13333333333334
133.0,105.20666666666666
62.0,56.72
36.0,30.76
46.0,43.89333333333333
71.0,58.88666666666666
56.0,58.0
52.0,47.49333333333333
45.0,48.58
44.0,39.1
35.0,45.53333333333333
12.0,35.946666666666665
26.0,30.33333333333333
25.0,30.573888888888888
8.0,12.642222222222223
17.0,17.597777777777775
19.0,18.526666666666667
46.0,45.21333333333333
37.0,44.20666666666666
53.0,61.02666666666666
31.0,32.093333333333334
29.0,27.546666666666667
58.0,53.79333333333334
104.0,81.08666666666667
150.0,134.06
150.0,128.32666666666665
142.0,117.62666666666668
63.0,70.7
38.0,48.96
30.0,38.806666666666665
35.0,61.34
52.0,82.95333333333333
84.0,76.83333333333333
67.0,68.58
33.0,45.27333333333333
35.0,42.373333333333335
50.0,65.74
90.0,86.83333333333333
93.0,82.40666666666667
79.0,80.17333333333333
57.0,53.6
48.0,68.22
34.0,48.96
75.0,73.30666666666667
77.0,71.74666666666667
76.0,70.48666666666666
48.0,47.78666666666667
107.0,100.14
115.0,109.58
182.0,144.0
186.0,149.72
37.0,39.78666666666667
77.0,70.24
70.0,65.86
23.0,57.64666666666667
59.0,62.626666666666665
53.0,66.52666666666667
101.0,85.83333333333333
107.0,97.17333333333332
90.0,80.69333333333333
29.0,48.45333333333333
68.0,70.52
87.0,95.56
81.0,79.34666666666666
69.0,68.91333333333333
84.0,72.79333333333334
74.0,70.46666666666667
74.0,85.47333333333333
54.0,70.27333333333333
102.0,96.31333333333332
113.0,98.82666666666668
112.0,101.01333333333334
51.0,55.89333333333333
37.0,43.18666666666667
25.0,30.026666666666667
20.0,33.08
79.0,67.09333333333333
97.0,82.39333333333333
31.0,40.6
57.0,66.74
57.0,49.04666666666667
65.0,77.91333333333333
64.0,66.95333333333333
70.0,70.54
63.0,59.79333333333334
14.0,32.846666666666664
8.0,32.81333333333333
32.0,47.98
33.0,44.73333333333333
19.0,40.99333333333333
49.0,67.81333333333333
53.0,63.72666666666667
33.0,49.7
103.0,79.73333333333333
99.0,75.58
139.0,116.08
75.0,62.09333333333333
37.0,42.56666666666667
34.0,35.85333333333333
25.0,37.473333333333336
22.0,31.14
26.0,37.85333333333333
48.0,47.486666666666665
88.0,71.84
107.0,92.46666666666668
35.0,32.086666666666666
22.0,31.53333333333333
22.0,29.12
26.0,31.69333333333333
21.0,25.90333333333333
22.0,39.34
33.0,30.16
31.0,36.64
33.0,37.75333333333333
49.0,46.38666666666666
46.0,47.906666666666666
43.0,52.62
16.0,27.55333333333333
65.0,54.21333333333333
66.0,55.89333333333333
62.0,71.88
67.0,61.08
66.0,56.406666666666666
8.0,15.24
13.0,22.828888888888887
54.0,51.96666666666667
54.0,48.513333333333335
48.0,49.67333333333333
10.0,20.726666666666667
