Date,Type,Fund,Campaign,Appeal,Zip,Account Number,Quarter,DayOfWeek,Season,Proximity to Holiday,5 Day Window Type Mode,5 Day Window Appeal Mode,5 Day Window Campaign Mode,5 Day Window Fund Mode,5_Day_Window_Count
2024-09-16,Donation,Unrestricted,Support The River,Individual Multi Channel,53597.0,1127,3,0,4,16,Donation,Individual Event,2024 Sips & Slices,Unrestricted,170
2024-09-16,Donation,Unrestricted,Support The River,Individual Multi Channel,53704.0,2431,3,0,4,16,Donation,Individual Event,2024 Sips & Slices,Unrestricted,170
2024-09-16,Donation,Unrestricted,Support The River,Individual Multi Channel,53714.0,464,3,0,4,16,Donation,Individual Event,2024 Sips & Slices,Unrestricted,170
2024-09-16,Donation,Unrestricted,Support The River,Individual Multi Channel,53590.0,501,3,0,4,16,Donation,Individual Event,2024 Sips & Slices,Unrestricted,170
2024-09-16,Donation,Unrestricted,Support The River,Individual Multi Channel,53726.0,490,3,0,4,16,Donation,Individual Event,2024 Sips & Slices,Unrestricted,170
2024-09-16,Donation,Unrestricted,Support The River,Individual Multi Channel,53711.0,476,3,0,4,16,Donation,Individual Event,2024 Sips & Slices,Unrestricted,170
2024-09-16,Donation,Unrestricted,Support The River,Individual Multi Channel,53597.0,502,3,0,4,16,Donation,Individual Event,2024 Sips & Slices,Unrestricted,170
2024-09-16,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53705.0,57,3,0,4,16,Donation,Individual Event,2024 Sips & Slices,Unrestricted,170
2024-09-16,Donation,Unrestricted,Support The River,Individual Multi Channel,53711.0,441,3,0,4,16,Donation,Individual Event,2024 Sips & Slices,Unrestricted,170
2024-09-16,Donation,Unrestricted,Support The River,Individual Multi Channel,53704.0,461,3,0,4,16,Donation,Individual Event,2024 Sips & Slices,Unrestricted,170
2024-09-16,Donation,Unrestricted,Support The River,Individual Multi Channel,85374.0,2423,3,0,4,16,Donation,Individual Event,2024 Sips & Slices,Unrestricted,170
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53711.0,18042,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53703.0,20409,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53703.0,20345,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53527.0,6760,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53527.0,20321,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53718.0,226,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53718.0,1039,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53593.0,20269,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53704.0,20410,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53719.0,2484,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53558.0,15480,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53558.0,15480,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53711.0,2636,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53717.0,20367,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53583.0,5458,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53583.0,5458,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53717.0,20260,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53221.0,20406,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53718.0,14759,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53221.0,20406,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53711.0,18907,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53718.0,5102,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53711.0,20302,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53718.0,226,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53711.0,18907,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53566.0,20284,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53711.0,2706,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53597.0,1127,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53711.0,2636,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53221.0,20406,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53527.0,6760,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53719.0,2539,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,Support The River,Individual Online,53703.0,20407,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,Support The River,Individual Online,53221.0,20406,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53717.0,20368,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53593.0,20401,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53558.0,20403,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53717.0,16167,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53711.0,20353,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53597.0,15947,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53704.0,15886,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53597.0,1127,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53717.0,20381,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53705.0,4,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53719.0,2539,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53717.0,20391,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53590.0,15509,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53717.0,5241,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53558.0,20403,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53583.0,5458,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53704.0,408,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53561.0,2375,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53704.0,19902,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53590.0,20408,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53711.0,18907,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53711.0,20353,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53718.0,5102,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53532.0,1133,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53718.0,14759,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Multi Channel,53562.0,12947,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53717.0,20384,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53717.0,20362,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53717.0,9828,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53704.0,1498,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53704.0,6758,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53583.0,5458,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53704.0,6265,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53704.0,6758,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53704.0,444,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53583.0,15995,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53717.0,20397,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Online,53705.0,15691,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53718.0,20413,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53717.0,20362,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
2024-09-15,Donation,Unrestricted,2024 Sips & Slices,Individual Event,53718.0,20414,3,6,4,17,Donation,Individual Event,2024 Sips & Slices,Unrestricted,184
